NU_CTE_COD	EDAD	CD_ESTADO	CD_POSTAL	CD_SEXO
A7YUG70G	27	BN	22190	F
DW0AHXLE	36	BS	23454	F
ZV96DY44	20	BN	21960	M
BVHGJQ3W	37	EM	54060	F
9YFFJD3N	46	EM	52938	F
QE03ZVJ2	21	HI	42186	M
0RSK7N90	69	JA	47400	F
J83RYNC5	27	DF	09850	M
U821EGJ8	29	QR	77725	M
8ESTTZZ8	49	QU	76146	M
38LLP3VA	40	QU	76177	M
7S0HHPT7	39	QU	76040	M
Z1X0C02Q	20	CU	27845	M
7C5ZLGNU	50	DF	06140	M
5L0BLTN4	48	GO	39893	M
GYZFY801	34	GU	37755	F
QMQ2NK4Z	20	TA	86280	M
EWLP6SY4	34	EM	52165	M
YY03KXN4	42	CS	29130	M
NB0PRC8T	20	CU	27087	F
GEB9MR5K	25	VE	93600	F
2698RZAY	66	NL	66450	F
4P8NH4QH	70	CA	24190	M
0L39AGT3	56	YU	97215	M
PMUF88TG	23	BN	22400	F
Z0UFDWAB	22	NL	66636	F
5GBVPJXC	49	CA	24154	M
KNWKVQ47	25	GO	39810	F
3N5JJ16F	41	SI	80290	M
670CXMB2	58	EM	57500	F
CQBB0ZHF	54	NL	66260	M
YASFR9M1	26	NL	66139	M
ML8GXASH	26	EM	52930	F
5YALYS14	60	MO	62804	M
80WAGPBG	36	TM	89000	M
P02VSY7Q	25	DF	09090	M
DZPYPF7Q	30	SI	80010	M
T9HJ7RP2	26	TL	90800	M
RDJ7J402	25	QU	76704	F
D5CUA9YF	37	PU	72228	M
PRMV3TFD	20	AG	20278	F
3A9J9YRC	40	EM	54414	M
YGMK6DKL	51	SO	83117	M
UWR01E0P	19	TL	90380	F
V1RESB30	25	NA	63732	M
2XQLY5M9	43	AG	20196	M
WVQ6QMZD	51	EM	57000	F
JC3D3G0S	53	BN	22054	F
QHSZ9QEB	24	JA	45615	M
Q9180009	20	JA	45403	M
MX66KVV9	32	JA	49400	M
KD8FLW0S	29	NL	66640	F
CCQ6JB1R	32	EM	54140	F
GSXR119S	33	PU	72130	M
ZAKL0CW3	32	BS	23427	F
G3L1R5TD	39	DF	04260	M
6X91XW00	68	SI	81240	F
3DBQCCLJ	72	SI	82016	M
YB7PEUY9	26	MO	62460	M
NWXM4B0T	23	VE	91690	M
TPUHWK3F	25	NL	67700	F
L6DXJ9M0	29	EM	57410	F
HCCU3JZ1	33	JA	45080	M
AH13M2H2	19	SO	84160	M
FL2MTY7L	21	CS	29130	M
G9PZ2AKM	36	PU	74260	M
2VD6SDK5	67	JA	45060	M
XJBGT22J	44	DF	15000	F
CTAFPRNX	34	DF	11430	F
27BAPMKC	42	GU	37100	M
W1W7FUGG	26	SL	78110	M
K8N0H5BW	30	BN	22126	M
LGM1U7JJ	39	CH	33820	M
YFLTEFGV	27	DF	01010	M
ZB5BU390	26	BN	22897	F
D04V1R6L	37	DF	06300	F
JKAFW30N	27	GU	36580	F
GB40DMZ6	32	OA	71540	F
363MXPQY	65	BN	22254	M
377T69M9	61	EM	57730	M
UHBU5YZU	38	EM	52680	M
91YZ3E5F	21	GU	36748	F
LYS00B64	37	DU	34305	M
L6DEB4U5	31	JA	45638	M
KUVAWZ14	22	OA	70610	F
H8728FHA	31	VE	94460	F
9L2RUG4V	44	SO	83285	M
PE8E4AYD	46	JA	45609	F
GU04A845	27	MI	58116	M
RTBLKDC4	22	GU	36558	M
5WVA3A4L	81	ZA	99300	F
ZGNCJZSH	30	JA	44360	M
TG83BMRN	27	EM	56337	M
L0BRE7SK	51	BS	23300	F
RKDAFAFU	19	EM	57940	F
THQ2SALL	29	EM	50040	M
CTA574X5	54	EM	52004	M
8LLB1LGB	25	DF	07620	M
S460XMNN	19	NL	66478	F
EPVJ3U73	45	BN	22917	M
AUZWUYYL	41	NL	67510	M
JAE6Z60J	29	TA	86400	M
2XZQVFDF	65	DF	02080	F
R6W9ZVLY	24	BN	22205	F
4Z9UBSW8	84	ZA	98020	F
AZS0N12N	52	YU	97570	F
R4SM7KL0	21	TM	88736	F
EF9YAJV2	34	BN	22667	M
3X1WC7E2	65	HI	43670	F
UGB91PL8	28	BS	23030	M
J4AZ00HE	27	EM	50320	F
YY3FQF8T	32	SI	81234	F
HJ30DW1B	32	BN	22050	M
CVWF5CX6	45	DF	05330	M
80CEJXUU	42	DF	16059	F
1WQ2PXEW	50	SO	84065	M
G0UBFCD5	31	SI	80090	F
50TP9SS1	61	SO	83499	F
QZQJ68VY	19	JA	45400	?
1BUBC4M6	60	EM	52149	M
WK0054CP	29	SI	82164	M
YQ00GMRH	22	MI	58254	M
1GHLYHME	55	DF	14650	F
BKSUGY58	29	SI	80000	F
UY93ZLG3	31	EM	55755	F
5J58AVP2	51	BN	22930	F
CCRGUNF6	58	JA	45406	M
XQ2VLBZ0	24	TA	86700	M
0MTXYSP7	46	GU	38400	F
JQH21X43	23	BN	22253	F
V92902NS	30	CU	27274	F
ZJ9KR3DV	28	PU	72470	M
2Q4CYZNA	65	SL	78200	F
AQUSEW4F	38	CU	25206	F
L7CPZBS3	29	NL	64830	M
A0JKJGAG	42	DF	07230	F
J89WNF8Z	30	EM	52798	M
TM8MJKFF	27	CH	33980	F
D0PA9RBS	34	DU	35107	F
GLGBYT6V	37	QR	77526	M
PW3S02KN	26	GU	38030	M
0LVBMH80	36	BN	22785	F
RPXAJS6N	36	CA	24023	F
Q5540MLH	19	CA	24114	F
94RED0WN	41	DF	07469	M
D25B9XBM	31	QU	76116	M
2CTGRVZZ	62	VE	96536	M
T27HCTWD	40	CU	27080	M
DBNJ43QT	29	NL	67257	F
6RXU4L1L	50	SO	85455	F
GUQVWNHH	52	MO	62714	M
4UX1904C	65	JA	45650	M
AER7FQ9Q	40	TL	90110	F
0SZ6Y05F	72	JA	45406	M
CYMD40HB	39	EM	52975	F
5K3SP492	43	EM	54080	M
0CL3893R	36	CH	32577	F
HJZV4Q0C	32	EM	54020	F
0E561781	28	GU	37207	F
BA9C1455	56	GU	36360	M
DR082GKE	33	JA	44750	M
GU2W8R36	46	SO	83500	F
M0ZSCA1U	26	BN	21394	M
LCCD1RQK	26	VE	91097	F
282YNNQ2	64	ZA	98609	M
8EUCSECW	32	CH	32598	F
CWMJMT4M	51	EM	55850	M
K8TYJ06U	40	JA	45200	M
M085W2Y8	24	JA	45654	F
4Y2YX9XZ	57	BN	22120	F
AF4X7XYB	63	CU	26500	F
RG0X0UBW	23	DF	11580	F
734LF5LL	51	EM	55767	F
N9FZE2EB	62	ZA	99750	F
RPR8HJPJ	29	BN	22235	?
YDLMG1EZ	44	GU	37490	M
TDX22LGZ	33	YU	97230	F
0V4291VF	67	YU	97302	F
X09UKE5Q	32	BN	22245	M
DJMM03PJ	55	PU	73310	M
PT1TKBT0	22	EM	54720	M
34PK7Q0X	60	CU	25790	F
YKUAG80A	25	SI	81377	M
NK44EYVG	20	CA	24150	M
5RX8ZAWU	49	CO	28869	F
CCAXCR9Q	30	VE	91143	M
Z0TC7YJD	43	BN	21399	F
3YBH13D0	41	EM	50454	M
6PWZ0WC3	41	JA	45880	F
14241T1E	76	CH	31240	F
3ZP4ZHXW	42	DF	14630	F
6B0H2A88	41	GU	36310	F
SNYFCRWW	20	QU	76904	F
E000FDCP	22	MI	60470	M
Y161M89J	36	TM	87348	M
Q5Q8RFR5	34	VE	96535	F
H1V9AC0Y	28	EM	51500	?
0KZ1LFTD	43	JA	45070	M
M1CHM1TN	54	YU	97177	M
KQSK4CGW	34	DF	15630	F
JX5R3AAM	24	PU	75960	F
UBN5LE0F	39	SO	83170	F
X40UZMSG	26	GU	36576	F
LEYBXNLJ	24	CH	32180	F
J01H13CJ	25	QU	76820	M
BS42A1Q7	50	DF	09060	F
0GJ0ZSNX	36	DF	09060	F
G00ERT54	40	QR	77580	M
N8FUY8XM	21	SO	83553	M
MKLZUV8A	22	TM	87130	M
5U7EVLC7	64	TA	86090	F
G8USTPE6	40	GU	36294	M
DFDYLJYN	40	TM	88179	M
3P08PDRH	65	BN	22800	M
4TA65MA6	38	CH	32575	M
YNMMXZQ9	34	TM	89298	M
X4DVHNDW	32	NL	66490	F
WTU22DA6	23	EM	56613	F
4JL9P55K	20	TA	86870	F
MZ401E4Y	25	PU	72300	F
2L2AJFUU	64	YU	97070	M
SY8VN735	24	CS	29130	M
BHGM2B2D	31	EM	52140	M
E0PY59RM	42	NL	64360	M
AE4JS2FV	36	QR	77714	F
0GDT0G0X	34	SO	83610	M
S07J5F1Q	20	CH	32448	M
WK20D5J0	42	JA	44890	F
4S2B226N	43	QU	76050	M
ARLPCQBW	45	BN	22840	F
ZEB70QZ6	27	NL	67300	F
9A57HU4P	37	EM	55736	M
XC54BJHK	55	EM	56343	M
SGCB1DH3	32	NL	66350	M
BBN0Y4LD	57	DF	09000	F
UJ6M7RCM	26	JA	47736	M
ES32RCVN	35	VE	92912	M
C6XLT9SY	34	CS	29014	M
0SNRMHFL	60	JA	47327	F
1DMY99YE	77	CH	32650	M
CXEJJ1RK	30	SO	83600	F
V8ZVD40M	59	CU	25760	M
1VMCELKZ	61	EM	55767	F
ANSKN72U	32	PU	73175	F
NN1LM0FD	23	PU	72680	M
A7KR15V3	41	VE	94274	F
7RU0TT0R	54	EM	56530	M
QKFXF00H	25	JA	49650	M
N5V3B9Q1	27	SI	80298	F
DDZADLCY	30	TA	86200	F
15BFAR6T	59	JA	45950	M
4WTTJKDT	43	VE	94472	M
05D8B960	30	CH	33980	F
QF9BDC7E	20	JA	47180	F
LFWT9R8E	29	CS	30870	M
33TLCV6B	45	EM	55100	M
VHACE0N6	37	TA	86035	M
P0S5Z3FR	33	BN	21378	F
R97F2992	20	TA	86179	M
0PRP2DLN	58	DF	08500	F
CA6LX7L3	48	NL	66023	F
JZTHF2FH	41	TM	88710	M
40R2MY0G	34	QU	76040	M
SE7MHM93	20	SO	85020	M
A3L0LTDB	33	EM	53660	M
N0G9Z575	29	BN	21337	F
0NHGKYWF	86	TM	89260	F
ADBD6MJ2	52	NL	67114	F
SQ1VQM2E	18	BN	21330	M
QCHDAYCR	23	EM	54416	M
KEU69KS3	41	MO	62460	F
MFF0ETWR	33	BN	22624	M
H0SRPWKN	29	NL	66612	M
K0JZ8LGG	23	CU	25280	M
1RWM8MSH	59	DF	16610	M
N5WCSPHX	77	EM	55739	F
8EHHRDUP	55	DF	07160	F
5YS81PN5	26	JA	45525	F
DT5DWYGN	51	NL	66550	M
02N7J3QR	49	EM	50210	M
7QNB5EJ5	38	EM	54980	F
CP3W2UF7	28	YU	97268	F
UF820SV0	79	YU	97190	F
UHX7RYDE	44	TA	86297	M
TUN5PNQ2	35	SL	78280	F
CKVPTBRU	31	TL	90605	F
2TSWXJAR	41	EM	55635	M
XBUEZS6X	34	CO	28218	F
N4GE6UQ7	29	TM	88210	M
40A7KWRT	61	EM	57120	F
YA1XS37F	66	EM	54766	M
P7Y9ZQ5S	57	EM	54763	F
YFY01GN0	25	EM	52966	F
439SMH3R	52	NA	63010	F
TYKD5CU9	37	JA	44810	M
V6UPDG2K	33	NL	64260	M
FN2KES0V	32	CH	32696	F
2THLPR0G	49	EM	55710	M
PK8AGZQG	20	DF	09900	F
TN0YCW81	26	CH	32280	F
PRS9A48Z	19	EM	52080	M
GKT4B94V	37	MI	58040	M
8MESYNEP	42	EM	56386	M
22AQ2HVM	51	TA	86050	F
M24G3695	22	HI	43569	M
MJFKAN2J	26	CS	29045	F
8U21U43E	40	EM	56530	M
WBRSLZPF	40	NA	63737	M
5XBMWT7J	63	EM	53500	F
JVVASGA9	28	JA	44730	F
45MHHZN1	38	VE	95281	M
SEG8X3C4	44	DF	09850	M
GQ67K8M3	27	DF	09330	M
JYWPFQYJ	40	PU	72497	M
D08CS0CN	27	DF	03100	M
AQL9XVQ8	42	PU	72130	F
EX5NUCBX	31	EM	54940	F
T3X647FH	29	TA	86762	F
UHG2JS7B	45	CH	33130	F
K17UP8QM	30	EM	52400	F
V9630FK0	24	MI	58337	F
0KJHNRJ0	69	DF	04030	F
YK54FN2Q	22	BS	23070	F
EFWDGG9Z	45	MO	62767	F
UPK6ELBD	49	CH	31144	M
FF2DSKZK	44	CS	29016	F
NK2JJHVC	21	PU	75480	M
372URUDW	48	MI	59835	M
N824RDD7	40	DF	05000	F
91RMFCUD	33	MI	58010	M
6E30CW2D	78	CU	27000	M
N1GRZ3Z9	43	HI	42034	M
M10N5FUM	29	BN	22818	M
BA2AULZ2	52	OA	68140	M
CZ0LKDVQ	47	TL	90120	F
QQJ38SFJ	19	CU	27000	F
8NGCQWBH	34	NL	66061	F
1J8NR404	65	GU	36720	M
BPYASBET	41	DF	01110	M
UWNFDMTX	26	VE	91808	M
70KVFUTT	42	AG	20126	M
BGMBMN0S	15	SL	79960	F
CTD5PXVY	32	QR	77086	F
6J1YC9Y8	51	YU	97320	M
JL0673Y8	24	DF	09360	M
Z72MN05A	20	MO	62556	F
UEXRJTJK	32	NL	67700	F
HFGWPCG1	26	MO	62215	M
YTVSDW3M	31	SO	85060	M
NZY29XUD	24	EM	56170	M
CR8305MQ	36	DF	03800	M
DDSZ37UK	38	TA	86400	F
5DY62QVU	43	EM	54910	F
RU58MWJJ	41	DF	01209	F
076TCW1Y	28	NL	66422	F
40MW3FLA	66	JA	44100	M
0ZMRP0GV	57	DF	08240	M
GTEWZ0NM	23	BS	23090	F
PKU20X1Y	52	GU	37590	M
TZFQCXHM	34	DF	11430	F
JJN02VSE	34	CU	25903	M
JUW976W1	29	MO	62790	M
A859QGDW	26	NA	63197	F
0X6RH0JJ	58	CA	24154	F
5L20ESEK	47	PU	72860	M
29J5Z403	31	DF	15700	M
0NWH7KUE	76	SO	84620	F
34TK2MD4	49	YU	97246	M
GLUEFQ24	48	AG	20298	F
V1BN6051	58	BN	22456	F
39M4BBDS	60	BN	22705	F
A0KSD6XU	49	PU	75726	F
678VKGE4	46	NL	66358	M
YX8UFSMC	45	CU	25297	M
ZSANT5KL	58	CH	31020	M
JAX1EBSC	27	DF	09230	F
NLDE0E1S	28	EM	52004	F
AM3M8LJU	38	TM	89750	F
V04NU2VT	49	DF	07100	F
C1Y2LBRV	31	JA	47000	M
KUG7C071	29	SI	80194	F
P7EX73X1	44	CS	29040	M
YNT5UERN	23	DF	01010	F
0PYZ2BXP	45	GU	37903	F
ARFDJPCE	42	OA	68240	M
RZX080VC	63	DF	03840	F
LA3HPSB2	31	YU	97137	M
JJ50ND6Y	26	QU	76146	M
DTEQXDRW	43	NL	67480	M
A9S00QW5	54	VE	91190	F
MYPAK6N1	21	TL	90790	M
LWZS5NJ8	63	GU	36826	M
3Y3676QK	52	DF	08300	F
JV6UGBJD	36	JA	47930	M
7P0R6279	57	GO	40000	F
VYHZ5RF7	39	TM	87345	F
TY8G0006	46	DF	09000	M
KFYW46C0	22	NL	66220	M
06KGLY0T	28	EM	55970	F
DBX6Z3Y1	21	DF	04420	M
0W40RNHU	58	VE	94294	M
HLBCUC66	24	EM	50668	F
J3Z94D7E	35	EM	52779	M
K1TSXFPU	31	DF	11800	F
WS9E02KD	26	HI	42039	M
RA3KY5NV	52	CS	29038	F
ATW702J5	40	EM	52946	M
55VR87Z6	36	CS	29034	M
ZRTQ0893	30	MO	62210	M
AT79KZ8E	53	BN	22706	M
D0T2LSVU	31	EM	55710	M
0KB70GG5	49	AG	20120	M
S0Y1713E	23	EM	51260	F
Z7VLRJ0E	27	GU	36826	M
B56PRKRJ	33	VE	95259	F
NMYGJ7G1	46	DU	34220	M
G90QW7UB	41	DF	01640	F
A0ML1Q34	45	EM	52166	F
GDN3Q403	32	DF	13010	M
CMEDVJHE	50	PU	72590	F
MWC9KNC8	34	JA	45438	M
UJS5NKZV	26	BN	21323	F
9E2UXCK4	37	NL	66650	M
4V2490RX	46	JA	44600	M
Q3FTHNJB	25	TA	86320	F
R5ZYKP1E	31	SO	83177	F
07SJL4V3	54	SO	83247	F
Y7GT4P9A	21	VE	94294	F
J97ZNSRZ	31	CU	25770	F
KNU5KAUN	26	JA	44330	M
JZHJ000J	44	JA	49635	M
6FCPPE7G	36	SI	82110	F
ZYPGR3CC	37	VE	91800	M
1U4CFP00	64	MI	58066	F
3HFMP0W8	62	BN	22205	M
HZUGJQ7H	29	HI	42111	M
MQ2MT7QH	24	CS	29960	F
7XECVZ35	44	DF	15900	F
EAA0Y9UD	64	VE	93310	M
010BA9ML	37	HI	42040	M
N6LBLV08	23	SO	84340	F
UZSBU0QP	45	CH	31063	M
X32FE6KJ	46	EM	57500	M
NT2U4K7B	53	GU	37960	M
5YXLM8BW	78	CU	25086	F
A4YE1JF7	68	CU	27089	M
CA2M1BWH	35	SL	78430	F
GUK96U0V	53	EM	55244	F
ZF2KZ2X4	26	PU	72680	F
Q440ZLRQ	20	CH	31137	F
WXSPGJ1S	51	EM	54080	M
Y5QBDGY3	25	TM	88240	F
6KATZS8B	81	DF	07010	F
UAC91WQT	60	SI	80400	M
CTH330TL	39	BN	22190	F
G59FVX96	27	VE	93552	F
7XR6ZQVF	40	DF	03100	F
H42ZZYDJ	27	QR	77560	M
KBKNP8XR	48	OA	70710	M
FND0SEE4	32	DU	34000	F
M0JM877S	20	PU	73280	M
86RGL456	58	EM	53140	F
V0Y7GS06	44	SO	83178	F
4M9P7ZXP	59	CO	28869	M
7YQ50JAQ	47	EM	53110	M
YLHF0695	30	EM	54467	M
HGD7QT2W	31	DF	01230	M
1YQ81BJK	44	JA	45080	F
DK92X4CF	70	NL	64130	M
95FB038E	42	CS	29010	M
1SJ5CDZ5	70	DF	06300	M
Z2EUTELY	25	JA	44930	M
91L66VVK	50	PU	72499	F
0WANE2P2	59	JA	44160	F
JWM78NKE	37	EM	53127	M
J91MVW0X	26	VE	91080	M
70JH78YW	36	DF	09510	M
1RW0GMH7	66	TA	86029	M
7EHT64BC	58	CU	27811	F
0M890AB0	42	QU	76146	M
R7A7RLMR	61	QU	76806	M
G40HVZQ6	29	BS	23079	F
S7RP888D	20	MI	61677	F
YR6555MY	21	TA	86190	F
SGRT07L5	20	TM	89344	F
VQ18FSM1	46	MI	58344	M
PW8GKF0B	35	GO	39017	F
1H1P2MJG	55	CH	31340	M
VQHDU22Z	37	ZA	99000	M
YVYVKJSV	24	QR	77710	M
M0BEHGSK	24	CU	25096	F
EGUGDCCQ	49	SI	82805	M
1A0RU141	55	GU	36600	M
BXSLZQVM	55	QU	76090	M
EF6KJEM0	35	VE	93603	M
LG869YTE	41	EM	56617	M
0L0F6M68	30	DF	14390	M
C50HKJ4X	40	NL	67350	F
B6EV1D4S	56	SL	78250	F
UPU73G10	28	SL	78435	M
14QA82TB	65	SO	83294	M
RGJCV0XH	25	MO	62300	M
W3JCEYM7	39	CU	25298	F
8HR0RG25	37	EM	54719	F
BAMAXMKS	37	QR	77510	F
HQF0Q4NW	30	HI	42700	M
8TZUZ6ES	44	CU	27087	M
KCQZNCTP	28	CH	32670	F
0SZR3JHV	49	PU	72760	M
0H0VJPDB	47	DU	35049	M
YLSNBRLW	28	DF	01010	F
M7WJ5JK0	29	DF	11280	M
NJXWA0G2	36	AG	20196	M
T0C1C4C2	48	NL	66647	M
GW81VNN0	32	DF	09630	M
88RRRZLK	70	DF	14240	F
JTMGABTL	37	PU	72490	F
UELX22TZ	63	NL	66643	F
YMG6Q4PV	26	JA	45650	F
KYD0UXUH	26	ZA	98064	M
3YPHFPBL	48	VE	93600	F
78CBDMEB	39	SI	80029	F
LU81HMNN	22	YU	97246	M
WCM9TUHB	46	TL	90505	M
VUVYLJUN	37	PU	72365	F
LRZYH6QE	24	GU	36442	F
W0L35JTA	28	QU	76135	F
52XNXDW0	58	CS	29040	F
A5RDPPQ7	34	EM	54987	F
8G3V7L1W	64	PU	72380	F
DUF0HRPL	32	QU	76806	M
CR40GETE	35	VE	94300	M
X2WG82HY	39	NL	66013	F
URQP0XQF	34	JA	47180	M
LH82BCE8	25	OA	68220	M
V78S8VKZ	29	QU	76232	F
XEA44TKE	24	EM	54744	M
DH3AVF74	33	DF	14649	M
4JRZTF8W	37	JA	44330	M
ZSSCGL98	23	JA	45950	M
7EY6EA0T	44	EM	56577	M
QDV2XCKP	23	NL	66024	M
MQWE31M1	21	EM	50210	F
57RFJVAU	45	VE	96860	M
US01UZ4J	30	NL	66358	F
21S0AG0V	45	MO	62210	F
QTY6Q5H0	22	JA	48291	F
JJV5FVEJ	33	DF	08500	M
5GCD9GHT	54	SO	84620	M
P0K3ZXRD	25	JA	45110	M
Z214GQ9A	31	EM	50010	F
2GR08VWQ	45	JA	48312	F
2BLZV6A3	52	DF	06700	M
3ZG2073T	47	JA	44660	M
XNVW2QVY	30	DF	01010	F
E0NF9PC7	47	PU	72380	F
SUG4589Z	21	VE	91697	M
2N7T79UA	42	YU	97245	M
TCXZ8BN9	49	DF	08720	F
WDN0TZ6D	23	HI	42084	F
Y6SAK6D5	43	DF	11550	M
M5W9FB0E	27	CU	25720	M
VH1NRFB0	35	NL	66605	M
2JD0WBDY	55	JA	44210	M
70W402BR	38	EM	56560	M
5JHCBVF1	41	JA	44678	F
59WESUGL	41	JA	45070	F
AEAXTMJY	48	JA	45413	M
L51Q3R7Y	29	GU	36010	F
YXE9VFZY	27	BN	21137	M
ZJRCG2FC	28	CU	25000	F
MMMFKBY4	22	NL	67126	M
2GY4SKD4	44	NL	64988	F
RLLJAMQQ	19	SL	78180	F
2RWXZNNA	56	DF	03570	M
0D5CBBBD	32	CH	31137	M
F8CFW183	30	DF	04000	M
EZMZKTFP	31	GU	36010	F
7G9020D9	36	EM	55629	M
JSML3CGR	23	DF	15650	F
F9DYHRZA	30	YU	97314	M
25CM6ACM	50	JA	45655	M
HQ5HBHM8	27	JA	45030	F
0A2CHPH0	65	NL	66448	F
0AJ6N0ZH	35	CS	30065	M
G7P5FXW1	43	VE	91826	F
K0CNRF90	27	CH	32300	F
W2V059HY	29	GU	38400	F
PVN622KD	23	SI	80014	F
WBDTXVL5	25	PU	75793	M
0BWZ7DSA	34	CH	31170	M
6H546E1C	37	EM	52773	M
E615XK5B	56	DU	35045	F
CE4J11W3	33	DF	01530	M
E0X6SKG0	61	AG	20196	F
224LM7NN	91	BN	21020	F
ZX51D750	47	JA	45010	F
80Q3N05U	39	GO	39906	M
2M8KWMDP	57	DF	14643	F
K2YLKVJ7	25	QR	77518	M
4UCM6UD2	55	JA	45860	F
075LLSQN	29	DF	07550	M
Z14CW0Z2	36	NL	67700	F
9R6LXB5D	53	DF	11560	F
56WJXTV1	61	VE	91910	M
GPU80R6A	21	DU	34185	M
KCYP624U	54	DF	01510	F
9KY2VKT6	40	BN	21387	M
66E6SMB5	59	PU	72240	F
W9SNSSM8	36	JA	44760	F
BCCUK7LC	40	CH	31513	M
JECNQY0X	33	NL	67120	F
U2203KB7	25	CS	30430	F
XK024C62	24	QR	77506	M
R4YYTYFM	32	CH	31146	F
R4TWRP7Y	19	TA	86990	M
BZ3MSZU2	66	CH	31124	M
1006F3CE	73	CO	28000	M
XMFEZKAW	25	NL	66477	F
S6BPL4MA	19	SL	78438	M
009DDC52	31	SL	78438	M
S0CH8DZ5	19	NL	66445	F
1WGS0LUE	51	AG	20010	F
K4YC6G0R	23	ZA	98099	M
NZ06PGQS	16	QU	76147	F
F6EACNRD	45	CH	31940	F
WNG50HDM	36	EM	57600	M
9E633CR4	55	MO	62785	M
63KPRT3W	79	CH	31500	F
S6XG5LW5	21	BS	23428	M
UTDX0XYD	63	BN	21600	M
FAFZ2KP1	50	JA	45560	M
K4MJ7GA1	35	GU	38800	M
TBAT8KST	29	GU	36765	M
UYWRV83X	30	SL	78394	M
1JCT482B	54	CA	24085	M
L10BVL2Y	34	QR	77760	F
HZ0F2JVB	55	EM	50246	F
SGS07EVT	26	BN	22812	F
Z0M6XBC9	37	GU	37390	F
HC0X3BRB	27	DF	07980	F
Y897402G	21	QU	76117	M
GURKSSX2	21	NL	67289	M
RTQ2LBVL	28	PU	74169	M
DT0TYAU8	41	EM	55120	M
EX0AUA55	38	GU	38020	F
CS9PRYKG	27	CH	31213	F
VEP96QSP	26	PU	72760	M
17A9VPNY	66	TA	86126	M
6QS00BPH	88	TM	89780	M
4DLXR6U0	54	TL	90090	M
1U0HMQT6	53	BN	22647	F
QH085LQN	20	EM	52300	F
QK6REWZ9	19	EM	51356	F
N5PYQDN0	49	QU	76902	F
LDK5RDQ8	36	HI	43427	M
YZK3FHP9	21	DF	11520	M
D37CNMDF	36	NL	66649	F
YGYHFBG7	37	NL	67114	M
URU1BQLL	25	EM	52790	M
6Y50TLAT	41	TL	90100	M
W1RY93ZE	22	SL	78394	M
W5YFZG71	29	CH	33065	M
R423E0CA	25	GO	40080	M
Z1B90R6J	28	BN	22606	F
5JCD19S0	48	EM	54770	F
0QL7L90E	52	GU	37735	F
C264CX6Q	23	SO	83148	M
BXL01LHF	34	NL	64720	M
MW4SAYZS	49	EM	55767	F
5VYSC2NE	34	VE	96500	F
1FAACHKH	63	DF	01010	F
RHZRD7UF	25	CU	25084	M
WFC42LU9	30	DF	13360	M
0ZTBG6XW	63	DF	09480	M
6RW42RPT	45	SL	78140	F
ATMLBRUQ	36	CH	31216	M
YXWWP0L7	21	PU	72309	M
XRBZGF0K	26	DF	01010	M
3BXJ2JQC	68	PU	73550	F
TKSJ1FFE	26	QR	77930	M
DHLMPZBG	54	QR	77025	M
DR3XU0FK	33	SL	78600	F
7PK4946P	44	JA	45609	M
DNXR8M0A	60	TA	86700	F
H66AFYHY	50	EM	54040	F
T61E9AZ8	37	DF	07930	M
8YC640SY	34	DF	02500	F
Z7H1DU7R	21	JA	44600	M
23QHNK1B	51	CH	32789	F
WKZWREBE	27	CH	31074	F
5WPWMCQ6	48	EM	54080	M
AY5DJ7U4	31	NL	66448	M
L1RC2QZX	43	BS	23085	M
J0LPFG9K	42	AG	20210	F
2J0HDN3N	34	PU	73900	F
74NTU7W1	43	PU	72580	F
ZRUEUR6T	20	JA	45200	F
0CJW0ZVD	25	DF	09700	M
XV520FS6	28	EM	55074	M
EUXUM3K1	43	EM	52060	M
EDG5SS8D	30	SL	78395	M
ZADB0SV5	63	SO	84066	F
73H2FG1P	42	PU	72560	M
ACFFPWL8	56	CA	24050	F
WY3FBWYN	27	PU	75763	M
C68HANTN	33	DF	06100	M
Z1ZLZB0N	41	CH	32575	F
W0J8N9WT	42	CU	25060	M
00E819S0	36	VE	96564	M
V5CLJAVA	31	JA	44860	F
3R8T3F41	49	DF	14000	F
N8AP79K0	27	SI	81371	M
NLYDV0G2	21	PU	72230	F
86BN1733	38	SO	84330	M
YKDC2Q39	32	BN	21395	F
MAPTUX5V	26	CH	31054	F
05Q4N4P0	30	YU	97110	F
QQJ94CCU	23	QR	77710	F
WTQJR1SV	33	CH	31050	M
EBMWZBGD	32	GO	39904	F
26Y5K4GA	38	VE	93400	M
VQXM8DS2	28	DF	02750	M
XTNJ5FA2	28	QR	77723	M
K3LQV7JP	25	MO	62440	M
Z2ARWCA6	20	BN	21920	F
DF32TTJA	34	EM	56604	M
ZYFJE09C	35	YU	97345	F
6TTGBL0E	38	JA	45654	F
BD1Z8087	56	EM	55040	F
9E5G21NU	43	MO	62070	F
X7307P0Z	36	JA	49675	F
K5HU50FV	56	DF	02120	F
FQFG3NKS	38	EM	56606	F
4G0A9ACK	61	JA	44330	M
4ZTYVLQS	73	EM	55780	F
G8HE9D08	31	VE	91400	M
BXQ0Q4BS	35	VE	92810	F
Z39C0V9V	26	NL	66600	F
KEN0WVYV	33	DF	03440	F
V7B71EAQ	29	DF	03020	F
RX8MRPPE	33	YU	97760	M
3GHN5ZFZ	45	EM	53426	F
FM4VG797	68	MI	59723	M
G8L756X1	58	QR	77500	M
RFPRZVL6	24	CU	26533	?
ATPF3PH4	45	EM	54090	M
